id,incident_date,title,area,severity,environment,detection,detection_method,detection_evidence,era,status,introduced_sha,introduced_date,prod_exposure_start,detected_date,fix_shas,fix_date,fix_reached_main_date,fix_path,days_live_in_prod,confidence,env_confidence,environment_basis,source,evidence
BUG-0312,2026-07-28,Admin console off-palette on enterprise theme,admin-ui,cosmetic,staging,other,dev-self-found,Admin.tsx had 38 hardcoded rgba literals of the dark-ocean palette,staging-first,fixed,1ed4a54,2026-07-27,,2026-07-28,8e16c0c,2026-07-28,2026-08-11,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,so the admin console rendered off-palette on the enterprise default (8e16c0c)
BUG-0313,2026-07-28,Close-out multi-select chips dropped on batched updates,job-report,degraded,staging,other,dev-self-found,"discrete clicks flush separately so this was latent, but the correct form costs nothing",staging-first,fixed,ae001d9,2026-07-28,,2026-07-28,0f5fa32,2026-07-28,2026-08-11,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,Batched updates could drop all but the last chip (0f5fa32)
BUG-0314,2026-07-28,Close-out variance cause single-select and long-only,job-report,wrong-data,staging,other,unknown,,staging-first,fixed,3bf1191,2026-07-27,,2026-07-28,ae001d9,2026-07-28,2026-08-11,staging-only-fix,,low,med,auto-blame 3bf1191 (87/87 removed lines): bug and fix reached main together or not at all,commit,Both close-out reason lists were shaped wrong ... a day that ran long for three reasons recorded one and lost the rest (ae001d9)
BUG-0315,2026-07-28,Enterprise theme primary button unreadable,crew-ui,cosmetic,staging,other,unknown,,staging-first,fixed,1ed4a54,2026-07-27,,2026-07-28,7c74fd7,2026-07-28,2026-08-11,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"Fixes dark-on-blue, unreadable text on Enterprise Light when Text-Color was Dark (7c74fd7)"
BUG-0316,2026-07-28,Hardcoded old-brand tints ignored active theme,crew-ui,cosmetic,prod,other,dev-self-found,"4a4d4c2: 'Now that Enterprise is the default, they read as off-palette muck'",staging-first,fixed,708618d,2026-06-10,2026-06-11,2026-07-28,ecb111c 4a4d4c2 aa9834a,2026-07-28,2026-08-11,promotion,61,low,low,"auto-blame 708618d (29/136 removed lines): on main 2026-06-11, fix on main 2026-08-11",commit,4a4d4c2: 'rendered teal/blue on EVERY theme regardless of the active one'
BUG-0317,2026-07-28,Payroll excludes hours for unmatched roster names,payroll-hours,wrong-data,prod,other,dev-self-found,documented with the admin payroll tool,staging-first,wontfix,0f5fa32,2026-07-28,2026-08-11,2026-07-28,,,,unfixed,,low,high,"introducing commit on main 2026-08-11, fix on main not yet",runbook,RUNBOOKS #5: 'Those hours are excluded from the totals ... an admin who ignores the warning underpays somebody'
BUG-0318,2026-07-28,Payroll misses no-event job edited after 14 days,payroll-hours,wrong-data,prod,other,dev-self-found,documented with the admin payroll tool,staging-first,wontfix,0f5fa32,2026-07-28,2026-08-11,2026-07-28,,,,unfixed,,low,high,"introducing commit on main 2026-08-11, fix on main not yet",runbook,"RUNBOOKS #6: 'A manual job with no events at all, whose report nobody touched until more than two weeks after the period closed, falls outside both'"
BUG-0319,2026-07-29,Cherry-picked RODS day selector relied on staging-only CSS,rods-eld,cosmetic,staging,other,dev-self-found,"The cherry-picked per-day selector uses .microLabel and .seg/.segBtn, which live in the (staging-only) facelift index.css",staging-first,fixed,f5542d2,2026-07-29,,2026-07-29,74b7150,2026-07-29,2026-07-31,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,Add just those primitives so the selector renders as a proper segmented control on main (74b7150)
BUG-0320,2026-07-29,Chip surface vanished on light-theme cards,crew-ui,cosmetic,staging,other,unknown,,staging-first,fixed,1ed4a54,2026-07-27,,2026-07-29,4ea22cf,2026-07-29,2026-08-11,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,".chip used a flat rgba(255,255,255,0.05) fill that vanished on a light-theme white card (4ea22cf)"
BUG-0321,2026-07-29,Empty BOL did not pick up the job's Actual Inventory,bol,wrong-data,prod,user-reported,crew-reported,crew signed an empty BOL after logging into the separate Actual Inventory store (72b544a),staging-first,fixed,,,,2026-07-29,a58f33d bb4cb0b,2026-07-30,2026-07-31,hotfix,,high,high,fixed by a hotfix to main,commit adr,"crew who logged inventory in the Inventory tab could open the BOL and find it empty, then collect signatures on a BOL with no inventory (a58f33d) || ADR 0026: 'In the field it produced a data-loss trap... BolInventoryTab renders only when the crew's LD day plan includes ""loading""'"
BUG-0322,2026-07-29,Form inputs nearly invisible on light themes,crew-ui,cosmetic,staging,other,unknown,,staging-first,fixed,1ed4a54,2026-07-27,,2026-07-29,2f0a631,2026-07-29,2026-08-11,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,"Inputs used background rgba(255,255,255,0.08), which is nearly invisible on a light-theme white card ... fields looked like plain text (2f0a631)"
BUG-0323,2026-07-29,Frontend build broken by legacy variance_cause read,deploy-infra,blocked-workflow,staging,other,dev-self-found,the whole build failed (staging couldn't deploy),staging-first,fixed,ae001d9,2026-07-28,,2026-07-29,a56469c,2026-07-29,2026-08-11,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,ReportData no longer had variance_cause and the whole build failed (a56469c)
BUG-0324,2026-07-29,"PATCH /events returned timestamp without Z, shifted client-side",timeline-events,wrong-data,prod,other,dev-self-found,Found while investigating the crew RODS report,staging-first,fixed,2fd2d99,2026-05-01,2026-05-01,2026-07-29,37392ce c23cac9,2026-07-29,2026-07-31,promotion,91,high,high,"introducing commit on main 2026-05-01, fix on main 2026-07-31",commit,"PATCH /events returned the edited timestamp via new_ts.isoformat() with NO tz suffix, while GET /events appends Z ... corrupts the RODS duty-time reconstruction"
BUG-0325,2026-07-29,Prior day's RODS unreachable on multi-day trip,rods-eld,blocked-workflow,prod,other,dev-self-found,"Follow-up (separate): the sign-off still renders only today's date, so a prior day's RODS on a multi-day trip isn't reachable on day 2",staging-first,fixed,925fb2b,2026-07-02,2026-07-03,2026-07-29,8cc787a f5542d2 74b7150,2026-07-29,2026-07-31,hotfix,28,med,high,"introducing commit on main 2026-07-03, fix on main 2026-07-31",commit,on a multi-day LD trip a prior day's RODS was unreachable (couldn't be reviewed or signed on day 2) (8cc787a)
BUG-0326,2026-07-29,RODS collapsed multi-day trip into one 24h timeline,rods-eld,wrong-data,prod,user-reported,crew-reported,Root cause of the crew report (stuck on Off Duty + wrong duty-time totals on a 2-driver LD trip),staging-first,fixed,925fb2b,2026-07-02,2026-07-03,2026-07-29,3e05608 71c0f1d 1f88b60,2026-07-29,2026-07-31,promotion,28,high,high,"introducing commit on main 2026-07-03, fix on main 2026-07-31",commit,changesForDriver filtered by driver but NOT by date ... currentStatus picked the PRIOR night's last Off Duty tap; Report totals jumbled both days (3e05608)
BUG-0327,2026-07-30,Truck bill line frozen at 1 hour (created before hours entered),job-report,wrong-data,prod,user-reported,crew-reported,Bill: non-blocking warning for under-billed labor/truck lines (crew-reported low bill; arithmetic verified correct),staging-first,fixed,559108f,2026-07-15,2026-07-16,2026-07-30,3d3b85f bb4cb0b 45300ae b58824e,2026-07-30,2026-07-31,hotfix,15,high,high,"introducing commit on main 2026-07-16, fix on main 2026-07-31",commit adr patch-notes,"a truck seeded before hours were entered stays frozen at 1h and silently under-bills (3d3b85f) || 45300ae: at the moment the line was created the hours array was normally EMPTY: the reduce returned 0, || 1 made it 1, and the line sat frozen at one hour for the life of the bill || ADR 0044: 'a ""Truck #1 (per hour)"" line frozen at 1 hour on a $90/hr charge... a || 1 made it 1, and the line then preserved itself forever.' || v2.4: Trucks were being billed at 1 hour ... At $90/hr that went out to cu"
BUG-0328,2026-07-31,"BOL inventory seed re-ran on refocus, deleted items reappeared",bol,wrong-data,staging,vet,vet,Regression-review follow-ups to the BOL bridge and bill fixes; Vetted: protocol vet + naive vet + adversarial regression review,staging-first,fixed,a58f33d,2026-07-30,,2026-07-31,bb4cb0b,2026-07-31,2026-07-31,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"loadForJob re-runs on every tab focus, so without this an empty BOL re-fetched inventory on every refocus and deleted items kept reappearing (bb4cb0b)"
BUG-0329,2026-07-31,Hotfix removed truck line entirely when no billable hours,estimator,wrong-data,staging,vet,vet,Regression-review follow-ups ... Skipping creation when no billable hours exist removed the truck line entirely,staging-first,fixed,3d3b85f,2026-07-30,,2026-07-31,bb4cb0b,2026-07-31,2026-07-31,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"removed the truck line entirely (and the warning did not catch a missing line), which under-bills more silently than main's visible 1h default (bb4cb0b)"
BUG-0330,2026-07-31,Hundreds of export records silently stranded,sheets-export,data-loss,prod,other,unknown,,staging-first,fixed,ae9d6d8,2026-06-10,2026-06-11,2026-07-31,a10328b,2026-07-31,2026-08-11,promotion,61,med,med,"auto-blame ae9d6d8 (7/13 removed lines): on main 2026-06-11, fix on main 2026-08-11",adr commit,ADR 0031: 'A backlog of silently-stranded exports built up unseen (hundreds of records across almost every sync)... only events and BOLs self-healed'
BUG-0331,2026-08-03,Concurrent same-key inserts returned 500,other,degraded,staging,vet,vet,Med/Low fixes (vet pass),staging-first,fixed,c0577bb,2026-08-03,,2026-08-03,704d291,2026-08-03,2026-08-11,staging-only-fix,,high,low,auto-blame c0577bb (15/49 removed lines): bug and fix reached main together or not at all,commit,"704d291: ""IntegrityError guards on the concurrent same-key inserts ... -> rollback + adopt the winning row instead of a 500"""
BUG-0332,2026-08-03,DQ files not Drive-isolated between staging and prod,dq-docs,wrong-data,prod,vet,vet,Blockers fixed (vet pass): DQ files (PII) were not Drive-isolated staging<->prod,staging-first,fixed,484ec82,2026-06-10,2026-06-11,2026-08-03,704d291 3ccc15f,2026-08-03,2026-08-11,promotion,61,high,low,"auto-blame 484ec82 (62/169 removed lines): on main 2026-06-11, fix on main 2026-08-11",commit adr,"704d291: ""the Documents folder resolves by name to one physical folder""; 3ccc15f: ""staging and prod resolve the SAME physical folder ... DOT compliance records containing PII"" || ADR 0036: 'Two environments with the same folder name resolve the same physical folder, so staging test uploads land among real drivers' compliance documents.'"
BUG-0333,2026-08-03,LD Documents browser crashed on string PODS hours,rods-eld,blocked-workflow,staging,user-reported,crew-reported,Four field-reported issues,staging-first,fixed,7820888,2026-07-29,,2026-08-03,4a97b4e,2026-08-03,2026-08-11,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,View all LD documents crashed with (n ?? 0).toFixed is not a function: the PODS hours field can arrive as a string (4a97b4e)
BUG-0334,2026-08-03,LD mode carried prior job's flag onto headerless job,crew-ui,wrong-data,staging,vet,vet,Med/Low fixes (vet pass),staging-first,fixed,c0577bb,2026-08-03,,2026-08-03,704d291,2026-08-03,2026-08-11,staging-only-fix,,high,low,auto-blame c0577bb (15/49 removed lines): bug and fix reached main together or not at all,commit,"704d291: ""LD mode now resets to local for a job with no header (was carrying the prior job's flag)"""
BUG-0335,2026-08-03,Payroll dropped job-scoped correction for zero-row job,payroll-hours,wrong-data,staging,vet,vet,Fixes from the thorough vet pass,staging-first,fixed,c0577bb,2026-08-03,,2026-08-03,704d291,2026-08-03,2026-08-11,staging-only-fix,,high,low,auto-blame c0577bb (15/49 removed lines): bug and fix reached main together or not at all,commit,"704d291: ""a job-scoped correction was silently dropped from a period when its job produced zero rows ... defeating the ADR 0029/0032 guarantee"""
BUG-0336,2026-08-03,"Theme dropped on remount, server theme overrode device",crew-ui,cosmetic,prod,user-reported,crew-reported,Four field-reported issues,staging-first,fixed,,,,2026-08-03,4a97b4e,2026-08-03,2026-08-11,promotion,,med,high,crew hit it in the field (crews run main),commit,ThemeProvider re-fetched the admin-saved server theme on every mount and overrode the user's local choice. A remount ... therefore reset the theme (4a97b4e)
BUG-0337,2026-08-03,correct_bill 500 on corrupt items_json,admin-ui,degraded,staging,vet,vet,Med/Low fixes (vet pass),staging-first,fixed,c0577bb,2026-08-03,,2026-08-03,704d291,2026-08-03,2026-08-11,staging-only-fix,,med,low,auto-blame c0577bb (15/49 removed lines): bug and fix reached main together or not at all,commit,"704d291: ""correct_bill's items_json parse is guarded (a corrupt blob no longer 500s)"""
BUG-0338,2026-08-03,jobSetup and jobChecklist queues dropped writes on any ApiError,offline-sync,data-loss,staging,vet,vet,Fixes from the thorough vet pass over this session's work,staging-first,fixed,2db3706,2026-08-03,,2026-08-03,704d291,2026-08-03,2026-08-11,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"704d291: ""dropped queued writes on ANY ApiError (transient 5xx/401/408/429 too), silently losing a crew member's write on a reconnect hiccup (ADR 0013)"""
BUG-0339,2026-08-04,Closed-out report tile persisted across jobs,job-report,degraded,staging,other,unknown,,staging-first,fixed,89a53df,2026-08-04,,2026-08-04,1375a70,2026-08-04,2026-08-11,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"1375a70: ""a fresh or unsubmitted job inherited the previous job's closed view"""
BUG-0340,2026-08-04,DQ employment form cut off on mobile,dq-docs,degraded,staging,other,unknown,,staging-first,fixed,f46314f,2026-08-03,,2026-08-04,ce55750,2026-08-04,2026-08-11,staging-only-fix,,high,med,auto-blame f46314f (6/6 removed lines): bug and fix reached main together or not at all,commit,"ce55750: ""Tapping a field zoomed the page and pushed the rest of the form off screen (\""much is cut off\"")"""
BUG-0341,2026-08-04,Stale skills hint referenced removed picker,job-report,cosmetic,staging,other,unknown,,staging-first,fixed,4d46113,2026-08-04,,2026-08-04,4146c48,2026-08-04,2026-08-11,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"4146c48: ""The empty-skills message still said 'Pick a job type above,' but the job-type picker is gone"""
BUG-0342,2026-08-05,Bare checkboxes stretched full width on DQ forms,dq-docs,degraded,staging,user-reported,admin-or-owner-reported,"#9 forms: ... (the ""No violations to report in the past 12 months"" cut-off)",staging-first,fixed,c0577bb,2026-08-03,,2026-08-05,d0ea5f2,2026-08-05,2026-08-11,staging-only-fix,,med,med,auto-blame c0577bb (20/28 removed lines): bug and fix reached main together or not at all,commit,"d0ea5f2: ""bare checkboxes inherited input{width:100%}, stretching full-width and shoving their label off screen"""
BUG-0343,2026-08-05,Blank residue rows and phantom columns in sheet tabs,sheets-export,cosmetic,unknown,other,dev-self-found,sheet cleanup tool for the remaining audit findings,staging-first,fixed,,,,2026-08-05,a750599,2026-08-05,2026-08-11,promotion,,low,,introducing commit not identified,commit,"a750599: ""delete fully-empty residue rows ... trim the 15 phantom trailing columns (verified empty)"""
BUG-0344,2026-08-05,Bulletin YouTube link previews empty,other,degraded,staging,other,unknown,,staging-first,fixed,4abf073,2026-08-05,,2026-08-05,b68f1df,2026-08-05,2026-08-11,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,"b68f1df: ""YouTube walls its OpenGraph tags behind a consent/JS page ... so a plain scrape returned nothing"""
BUG-0345,2026-08-05,Bulletin flattened GIFs to JPEG,other,degraded,staging,user-reported,admin-or-owner-reported,quick-win bundle (owner backlog 08-05c),staging-first,fixed,8791692,2026-08-05,,2026-08-05,4b26b99,2026-08-05,2026-08-11,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,"4b26b99: ""the frontend was flattening every image to JPEG via canvas, killing GIF animation"""
BUG-0346,2026-08-05,Bulletin photo posts rendered empty (webViewLink),other,blocked-workflow,staging,user-reported,admin-or-owner-reported,per request: server-only and transient,staging-first,fixed,4abf073,2026-08-05,,2026-08-05,8791692,2026-08-05,2026-08-11,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,"8791692: ""This fixes photos rendering as empty posts: the old path stored the Drive webViewLink, which does not render in an <img>"""
BUG-0347,2026-08-05,Checklist AUTO signals stale until remount,job-report,degraded,staging,other,unknown,,staging-first,fixed,1539b47,2026-08-04,,2026-08-05,6f473df,2026-08-05,2026-08-11,staging-only-fix,,med,low,auto-blame 1539b47 (10/29 removed lines): bug and fix reached main together or not at all,commit,"6f473df: ""finishing the job report now auto-checks its checklist item instead of going stale until remount"""
BUG-0348,2026-08-05,Close-out confetti fired on re-save,job-report,cosmetic,prod,vet,vet,ux: fix clunky spots found in the vet,staging-first,fixed,5568529,2026-05-17,2026-05-17,2026-08-05,f97d04b,2026-08-05,2026-08-11,promotion,86,low,low,"auto-blame 5568529 (33/88 removed lines): on main 2026-05-17, fix on main 2026-08-11",commit,"f97d04b: ""Confetti fires only on the FIRST close-out, not when re-saving an edit"""
BUG-0349,2026-08-05,Close-out summary blanked on drive-only day,job-report,degraded,staging,vet,vet,ux: fix clunky spots found in the vet,staging-first,fixed,89a53df,2026-08-04,,2026-08-05,f97d04b,2026-08-05,2026-08-11,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"f97d04b: ""no longer blanks the whole recap on a drive-only day"""
BUG-0350,2026-08-05,Collapsible settings sections double-titled,admin-ui,cosmetic,staging,vet,vet,ux: fix clunky spots found in the vet,staging-first,fixed,1539b47,2026-08-04,,2026-08-05,f97d04b,2026-08-05,2026-08-11,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,"f97d04b: ""Collapsible settings sections no longer double-title"""
BUG-0351,2026-08-05,Crew pill remove x easy mis-tap,crew-ui,degraded,staging,vet,vet,ux: fix clunky spots found in the vet,staging-first,fixed,37efd67,2026-08-04,,2026-08-05,f97d04b,2026-08-05,2026-08-11,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,"f97d04b: ""so it isn't a mis-tap that silently drops someone"""
BUG-0352,2026-08-05,DQ attestations defaulted to checked,dq-docs,wrong-data,staging,user-reported,admin-or-owner-reported,#9 forms (owner's numbered batch),staging-first,fixed,c0577bb,2026-08-03,,2026-08-05,d0ea5f2,2026-08-05,2026-08-11,staging-only-fix,,low,med,auto-blame c0577bb (20/28 removed lines): bug and fix reached main together or not at all,commit,"d0ea5f2: ""now default UNCHECKED so the driver actively affirms them"""
BUG-0353,2026-08-05,Events tab duplicate event_id rows,sheets-export,wrong-data,prod,other,dev-self-found,sheet audit findings,staging-first,fixed,a750599,2026-08-05,2026-08-11,2026-08-05,85a0b9c,2026-08-12,2026-08-12,promotion,1,high,med,"auto-blame a750599 (7/7 removed lines): on main 2026-08-11, fix on main 2026-08-12",commit runbook,"a750599: ""Events duplicates are REPORT-ONLY, not auto-deleted: they are timestamp EDITS"" || 2d3ef15 / 5f4e5c5 record Events duplicate ids from the nightly integrity run || 85a0b9c: export_events_to_sheets writes rows then marks exported; killed in between the rows are written again || RUNBOOKS: 'export_events_to_sheets writes rows to the sheet (step 4) and THEN marks them exported ... Killed in between ... the next reconcile writes them again'"
BUG-0354,2026-08-05,Invoice inputs at 13px caused iOS zoom,crew-ui,degraded,prod,vet,vet,Behavior 6 catch from the vet pass,staging-first,fixed,6047651,2026-04-16,2026-04-18,2026-08-05,84a3a21,2026-08-05,2026-08-11,promotion,115,high,med,"auto-blame 6047651 (4/5 removed lines): on main 2026-04-18, fix on main 2026-08-11",commit,"84a3a21: ""overrode the global 16px rule with 13px, so focusing one auto-zooms the page on iOS Safari"""
BUG-0355,2026-08-05,Job Summary search missed header-only jobs,admin-ui,degraded,unknown,other,unknown,,staging-first,fixed,,,,2026-08-05,6e6c268,2026-08-05,2026-08-11,promotion,,med,,introducing commit not identified,commit,"6e6c268: ""returned 'no matches' - which reads as the search failing"""
BUG-0356,2026-08-05,Job checklist status endpoint 500 (RodsLog no job_uuid),job-report,blocked-workflow,staging,user-reported,admin-or-owner-reported,the 'checklist items not auto-checking' symptom,staging-first,fixed,2db3706,2026-08-03,,2026-08-05,de27613,2026-08-05,2026-08-11,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"de27613: ""GET /api/job-checklist/{job}/status crashed with AttributeError: RodsLog has no attribute job_uuid"""
BUG-0357,2026-08-05,Job setup logged trip type and packing twice,crew-ui,degraded,prod,other,unknown,,staging-first,fixed,cb6a1ae,2026-07-06,2026-07-16,2026-08-05,40c2c2a,2026-08-05,2026-08-11,promotion,26,low,med,"auto-blame cb6a1ae (4/7 removed lines): on main 2026-07-16, fix on main 2026-08-11",commit,"40c2c2a: ""in one Job Setup card the crew logged trip + tasks twice"""
BUG-0358,2026-08-05,JobReports tab accumulated duplicate rows,sheets-export,wrong-data,unknown,other,dev-self-found,sheet cleanup tool for the remaining audit findings,staging-first,fixed,,,,2026-08-05,a750599,2026-08-05,2026-08-11,promotion,,low,,introducing commit not identified,commit,"a750599: ""remove JobReports duplicates keeping latest updated_at (verified the dupes differ ONLY in metadata)"""
BUG-0359,2026-08-05,Junk staging tabs created in production workbook,deploy-infra,degraded,unknown,other,dev-self-found,sheet cleanup tool for the remaining audit findings,staging-first,fixed,,,,2026-08-05,a750599,2026-08-05,2026-08-11,promotion,,low,,introducing commit not identified,commit,"a750599: ""delete the 4 junk env-var-named staging tabs + empty stray tabs"""
BUG-0360,2026-08-05,LD job with no activity showed blank Actions,timeline-events,blocked-workflow,prod,vet,vet,ux: fix clunky spots found in the vet,staging-first,fixed,5568529,2026-05-17,2026-05-17,2026-08-05,f97d04b,2026-08-05,2026-08-11,promotion,86,med,low,"auto-blame 5568529 (33/88 removed lines): on main 2026-05-17, fix on main 2026-08-11",commit,"f97d04b: ""LD job with no activity picked no longer shows a blank Actions area ... Fixes a dead-end"""
BUG-0361,2026-08-05,Material quantity clear-and-retype behavior,job-report,degraded,prod,vet,vet,ux: fix clunky spots found in the vet,staging-first,fixed,5568529,2026-05-17,2026-05-17,2026-08-05,f97d04b,2026-08-05,2026-08-11,promotion,86,low,low,"auto-blame 5568529 (33/88 removed lines): on main 2026-05-17, fix on main 2026-08-11",commit,"f97d04b: ""Material quantity uses the shared NumberField (kills the clear-and-retype behavior the raw input had)"""
BUG-0362,2026-08-05,Missing admin DQ doc misleadingly read Filed by the office,dq-docs,degraded,staging,user-reported,admin-or-owner-reported,#10 road test (owner's numbered batch),staging-first,fixed,c0577bb,2026-08-03,,2026-08-05,d0ea5f2,2026-08-05,2026-08-11,staging-only-fix,,med,med,auto-blame c0577bb (20/28 removed lines): bug and fix reached main together or not at all,commit,"d0ea5f2: ""instead of the misleading 'Filed by the office'"""
BUG-0363,2026-08-05,Mobile admin home stacked two navigations,admin-ui,cosmetic,staging,vet,vet,ux: fix clunky spots found in the vet,staging-first,fixed,266aaee,2026-08-04,,2026-08-05,f97d04b,2026-08-05,2026-08-11,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,"f97d04b: ""Mobile admin home no longer stacks two navigations"""
BUG-0364,2026-08-05,Photo upload returned 200 ok:false on failure,photos-incidents,degraded,prod,vet,vet,"The vet flagged /api/photos/upload returning 200 with {""ok"": false}",staging-first,fixed,86fea33,2026-05-15,2026-05-15,2026-08-05,0ea2fc6,2026-08-05,2026-08-11,promotion,88,low,med,"auto-blame 86fea33 (3/5 removed lines): on main 2026-05-15, fix on main 2026-08-11",commit,"0ea2fc6: ""a failed write returning 200 is invisible to server-side error metrics""; no photos were dropped"
BUG-0365,2026-08-05,Prod SHEETS_*_TAB env vars camelCase mismatch,deploy-infra,degraded,unknown,other,dev-self-found,Per the 2026-08-05 audit's Option B,staging-first,wontfix,,,,2026-08-05,,,,unfixed,,low,,introducing commit not identified,commit,"dbf0cca: ""don't match the PascalCase code defaults ... recorded the authoritative live names in CREDENTIALS with a 'do not correct' note"""
BUG-0366,2026-08-05,"Reimbursements header overwrite caused 189 duplicate rows ($17,088)",sheets-export,wrong-data,unknown,other,dev-self-found,From the 2026-08-05 sheet audit,staging-first,fixed,,,,2026-08-05,b6e539a e1d063c 1b857d1 f3ebbcf 19efa64 2314dab,2026-08-05,2026-08-11,promotion,,high,,introducing commit not identified,commit runbook adr,"b6e539a: ""Reimbursements A1/C1 overwritten -> key columns re-appended at Z/AA -> replace-style delete no-ops across the split -> 189 dupe rows / ~$17,088 over-count""; 19efa64 repair applied || RUNBOOKS #0 (b6e539a): 'Someone overwrote A1 ... _ensure_tab re-appended those key columns at Z/AA ... the replace-style delete no-ops across the split'; removed 19efa64 'Reimbursements over-count repaired' || ADR 0043 and ADR 0049: 'the dedupe delete no-oped and the caller appended anyway, every time.'"
BUG-0367,2026-08-05,Reimbursements repair script computed $0 amounts,sheets-export,wrong-data,staging,other,dev-self-found,The dry run reported the right duplicate count (189) but $0.00 amounts,staging-first,fixed,b6e539a,2026-08-05,,2026-08-05,e1d063c 1b857d1,2026-08-05,2026-08-11,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"1b857d1: ""amount is at col L/11 not M/12 - that was the $0 bug"""
BUG-0368,2026-08-05,"Repair script not idempotent, would text-ify amounts",sheets-export,data-loss,staging,other,dev-self-found,Reviewing before the destructive apply caught two real bugs,staging-first,fixed,b6e539a,2026-08-05,,2026-08-05,f3ebbcf,2026-08-05,2026-08-11,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"f3ebbcf: ""a second run would have DROPPED columns A and C""; ""RAW-writing those strings would have turned every numeric amount into TEXT"""
BUG-0369,2026-08-05,RosterPicker blanked name on focus,crew-ui,degraded,prod,vet,vet,ux: fix clunky spots found in the vet,staging-first,fixed,5568529,2026-05-17,2026-05-17,2026-08-05,f97d04b,2026-08-05,2026-08-11,promotion,86,low,low,"auto-blame 5568529 (33/88 removed lines): on main 2026-05-17, fix on main 2026-08-11",commit,"f97d04b: ""RosterPicker seeds+selects the current name on focus instead of blanking it"""
BUG-0370,2026-08-05,SignaturePad ink near-black on enterprise light,crew-ui,degraded,prod,user-reported,admin-or-owner-reported,quick-win bundle (owner backlog 08-05c),staging-first,fixed,1870bfa,2026-04-17,2026-04-18,2026-08-05,4b26b99,2026-08-05,2026-08-11,promotion,115,med,low,"auto-blame 1870bfa (6/23 removed lines): on main 2026-04-18, fix on main 2026-08-11",commit,"4b26b99: ""theme-tinted colors that went near-black on the enterprise LIGHT theme (blank-looking pad)"""
BUG-0371,2026-08-06,Availability cannot be submitted offline,availability,degraded,unknown,other,dev-self-found,data-flow mapping pass,staging-first,open,,,,2026-08-06,,,,unfixed,,low,,introducing commit not identified,commit runbook,"b7b44b1: ""availability has no offline path at all. By design, but it is the only crew submission without one"" || RUNBOOKS: 'submitDraft is a direct POST /api/availability with no queue and no drain ... the transmission does not happen, and there is nothing to retry on reconnect'"
BUG-0372,2026-08-06,BOL shipper_address seed race,bol,wrong-data,staging,vet,vet,From the pre-promotion vet pass of this session's changes,staging-first,fixed,3750c3f,2026-08-06,,2026-08-06,d8709aa,2026-08-06,2026-08-11,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"d8709aa: ""a distinct office shipper address could be replaced by the pickup address on the signed BOL ... (Medium; a legal FMCSA field.)"""
BUG-0373,2026-08-06,Bug report and feature request queues retried forever,offline-sync,degraded,staging,other,dev-self-found,data-flow mapping pass,staging-first,fixed,17a5011,2026-08-03,,2026-08-06,2636808,2026-08-11,2026-08-11,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit runbook adr,"b7b44b1: ""bug report / feature request queues retry forever, no permanent split"" || bugReportStore and featureRequestStore had no split at all, so a report the server would never accept was re-POSTed on every boot forever and its author was never told || Removed RUNBOOKS text: 'both catch bare ... A report the server permanently refuses ... is re-POSTed on every boot and every reconnect, forever' || ADR 0013: 'had no permanent/transient split at all... a report the server would never accept was"
BUG-0374,2026-08-06,Checklist ticks deleted on permanent rejection,offline-sync,data-loss,staging,other,dev-self-found,data-flow mapping pass,staging-first,fixed,704d291,2026-08-03,,2026-08-06,152d18b 2636808,2026-08-11,2026-08-11,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit runbook adr data-flow,"b7b44b1: ""checklist ticks are DELETED on permanent rejection, against ADR 0013"" || jobChecklistStore::drainChecklistChecks did `if (isPermanentFailure(e)) delete q[k]` and surfaced nothing. A tick refused during a BACKGROUND drain vanished silently || Removed RUNBOOKS text: 'jobChecklistStore.ts::drainChecklistChecks does if (isPermanentFailure(e)) delete q[k] and surfaces nothing' || ADR 0013: 'jobChecklistStore ported 2026-08-11. It was written after the 2026-07-15 sweep and reintroduced the e"
